cdli_name,unicode_name
EZINU~a,PROTO-CUNEIFORM SIGN EZINU-A
EZINU~b,PROTO-CUNEIFORM SIGN EZINU-B
EZINU~c,PROTO-CUNEIFORM SIGN EZINU-C
EZINU~d,PROTO-CUNEIFORM SIGN EZINU-D
GA~a,PROTO-CUNEIFORM SIGN GA-A
GA~a,PROTO-CUNEIFORM SIGN GA-A VARIANT 1
GA~a,PROTO-CUNEIFORM SIGN GA-A VARIANT 2
GA~a,PROTO-CUNEIFORM SIGN GA-A VARIANT 3
GA~a,PROTO-CUNEIFORM SIGN GA-A VARIANT 4
|GA~axX|,PROTO-CUNEIFORM SIGN GA-A TIMES X
|GA~a.ZATU753|,PROTO-CUNEIFORM SIGN GA-A BESIDE ZATU753
|GA~a.ZATU753|,PROTO-CUNEIFORM SIGN GA-A BESIDE ZATU753 VARIANT 1
GA~b,PROTO-CUNEIFORM SIGN GA-B
GA~c,PROTO-CUNEIFORM SIGN GA-C
|GA~cx1(N14)|,PROTO-CUNEIFORM SIGN GA-C TIMES ONE-N14
|GA~cxKASKAL|,PROTO-CUNEIFORM SIGN GA-C TIMES KASKAL
GA2~a1,PROTO-CUNEIFORM SIGN GA2-A1
|GA2~a1x1(N14)|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES ONE-N14
|GA2~a1x1(N57)|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES ONE-N57
|GA2~a1x3(N57)|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES THREE-N57
|GA2~a1xA|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES A
|GA2~a1xEN~b|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES EN-B
|GA2~a1xGESZTU~c3|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES GESHTU-C3
|GA2~a1xGESZTU~c5|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES GESHTU-C5
|GA2~a1xGIR~a|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES GIR-A
|GA2~a1x(GIR~a.KU6~a)|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES GIR-A BESIDE KU6-A
|GA2~a1xGISZ@t|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES GISH TENU
|GA2~a1xGU4|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES GU4
|GA2~a1xHAL|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES HAL
|GA2~a1xHI|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES HI
|GA2~a1x(HI.SUHUR)|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES HI BESIDE SUHUR
|GA2~a1xKU3~a|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES KU3-A
|GA2~a1xKU6~a|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES KU6-A
|GA2~a1x(KU6~a.KU6~a)|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES KU6-A BESIDE KU6-A
|GA2~a1xLAGAB~b|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES LAGAB-B
|GA2~a1xMASZ|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES MASH
|GA2~a1xNAGA~a|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES NAGA-A
|GA2~a1xNIM~b1|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES NIM-B1
|GA2~a1xNUN~a|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES NUN-A
|GA2~a1xPAD~b|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES PAD-B
|GA2~a1xPAP~a|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES PAP-A
|GA2~a1xSZA|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES SHA
|GA2~a1xSU~a|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES SU-A
|GA2~a1xSUHUR|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES SUHUR
|GA2~a1xSUKUD|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES SUKUD
|GA2~a1x((SUKUD+SUKUD)~a)|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES SUKUD JOINING SUKUD FORM A
|GA2~a1x((SUKUD+SUKUD)~b)|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES SUKUD JOINING SUKUD FORM B
|GA2~a1xSUMASZ|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES SUMASH
|GA2~a1xTI|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES TI
|GA2~a1xU4|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES U4
|GA2~a1xX|,PROTO-CUNEIFORM SIGN GA2-A1 TIMES X
GA2~a2,PROTO-CUNEIFORM SIGN GA2-A2
|GA2~a2xGU4|,PROTO-CUNEIFORM SIGN GA2-A2 TIMES GU4
|GA2~a2x(GU4.SZE3)|,PROTO-CUNEIFORM SIGN GA2-A2 TIMES GU4 BESIDE SHE3
|GA2~a2xNI~a|,PROTO-CUNEIFORM SIGN GA2-A2 TIMES NI-A
|GA2~a2xNI~b|,PROTO-CUNEIFORM SIGN GA2-A2 TIMES NI-B
|GA2~a2xSZE3|,PROTO-CUNEIFORM SIGN GA2-A2 TIMES SHE3
|GA2~a2xSUHUR|,PROTO-CUNEIFORM SIGN GA2-A2 TIMES SUHUR
|GA2~a2xX|,PROTO-CUNEIFORM SIGN GA2-A2 TIMES X
GA2~a3,PROTO-CUNEIFORM SIGN GA2-A3
|GA2~a3xX|,PROTO-CUNEIFORM SIGN GA2-A3 TIMES X
GA2~a4,PROTO-CUNEIFORM SIGN GA2-A4
GA2~b,PROTO-CUNEIFORM SIGN GA2-B
|GA2~bxDUB~a|,PROTO-CUNEIFORM SIGN GA2-B TIMES DUB-A
|GA2~bxDUB~b|,PROTO-CUNEIFORM SIGN GA2-B TIMES DUB-B
|GA2~bxKU3~a|,PROTO-CUNEIFORM SIGN GA2-B TIMES KU3-A
|GA2~bxZATU659|,PROTO-CUNEIFORM SIGN GA2-B TIMES ZATU659
GA2~c,PROTO-CUNEIFORM SIGN GA2-C
GA'AR~a1,PROTO-CUNEIFORM SIGN GAAR-A1
GA'AR~a2,PROTO-CUNEIFORM SIGN GAAR-A2
GA'AR~b1,PROTO-CUNEIFORM SIGN GAAR-B1
GA'AR~b2,PROTO-CUNEIFORM SIGN GAAR-B2
GADA~a,PROTO-CUNEIFORM SIGN GADA-A
GADA~b,PROTO-CUNEIFORM SIGN GADA-B
GADA~b@g,PROTO-CUNEIFORM SIGN GADA-B GUNU
GAL~a,PROTO-CUNEIFORM SIGN GAL-A
GAL~b,PROTO-CUNEIFORM SIGN GAL-B
GALGA~a,PROTO-CUNEIFORM SIGN GALGA-A
GALGA~b,PROTO-CUNEIFORM SIGN GALGA-B
GAN~a,PROTO-CUNEIFORM SIGN GAN-A
GAN~a,PROTO-CUNEIFORM SIGN GAN-A VARIANT 1
GAN~b,PROTO-CUNEIFORM SIGN GAN-B
GAN~b,PROTO-CUNEIFORM SIGN GAN-B VARIANT 1
GAN~b,PROTO-CUNEIFORM SIGN GAN-B VARIANT 2
GAN~b,PROTO-CUNEIFORM SIGN GAN-B VARIANT 3
GAN~c,PROTO-CUNEIFORM SIGN GAN-C
GAN~c,PROTO-CUNEIFORM SIGN GAN-C VARIANT 1
|GAN~cxDIN|,PROTO-CUNEIFORM SIGN GAN-C TIMES DIN
|GAN~cxHI|,PROTO-CUNEIFORM SIGN GAN-C TIMES HI
|GAN~cx(HI.DIN)|,PROTO-CUNEIFORM SIGN GAN-C TIMES HI BESIDE DIN
|GAN~cxKASZ~c|,PROTO-CUNEIFORM SIGN GAN-C TIMES KASH-C
|GAN~cx(KUR~a.A)|,PROTO-CUNEIFORM SIGN GAN-C TIMES KUR-A BESIDE A
|GAN~cxLAGAB~b|,PROTO-CUNEIFORM SIGN GAN-C TIMES LAGAB-B
|GAN~cxNE~a|,PROTO-CUNEIFORM SIGN GAN-C TIMES NE-A
|GAN~cxSZE~a|,PROTO-CUNEIFORM SIGN GAN-C TIMES SHE-A
|GAN~cxSZE3@t|,PROTO-CUNEIFORM SIGN GAN-C TIMES SHE3 TENU
|GAN~cxSIG7|,PROTO-CUNEIFORM SIGN GAN-C TIMES SIG7
|GAN~cxX|,PROTO-CUNEIFORM SIGN GAN-C TIMES X
|GAN~cxZATU777|,PROTO-CUNEIFORM SIGN GAN-C TIMES ZATU777
GAN~d,PROTO-CUNEIFORM SIGN GAN-D
|GAN~dxGESZTU~a|,PROTO-CUNEIFORM SIGN GAN-D TIMES GESHTU-A
|GAN~dxHI|,PROTO-CUNEIFORM SIGN GAN-D TIMES HI
GAN2,PROTO-CUNEIFORM SIGN GAN2
GAR,PROTO-CUNEIFORM SIGN GAR
GAR@g~a,PROTO-CUNEIFORM SIGN GAR GUNU-A
GAR@g~b,PROTO-CUNEIFORM SIGN GAR GUNU-B
GAR@g~c,PROTO-CUNEIFORM SIGN GAR GUNU-C
GAR3,PROTO-CUNEIFORM SIGN GAR3
GARA2~a,PROTO-CUNEIFORM SIGN GARA2-A
GARA2~b,PROTO-CUNEIFORM SIGN GARA2-B
GAZI,PROTO-CUNEIFORM SIGN GAZI
GESZTIN~a,PROTO-CUNEIFORM SIGN GESHTIN-A
GESZTIN~c,PROTO-CUNEIFORM SIGN GESHTIN-C
|GESZTIN~cxX|,PROTO-CUNEIFORM SIGN GESHTIN-C TIMES X
GESZTU~a,PROTO-CUNEIFORM SIGN GESHTU-A
GESZTU~a,PROTO-CUNEIFORM SIGN GESHTU-A VARIANT 1
GESZTU~a,PROTO-CUNEIFORM SIGN GESHTU-A VARIANT 2
|GESZTU~axSZE~a@t|,PROTO-CUNEIFORM SIGN GESHTU-A TIMES SHE-A TENU
GESZTU~b,PROTO-CUNEIFORM SIGN GESHTU-B
GESZTU~c3,PROTO-CUNEIFORM SIGN GESHTU-C3
GESZTU~c3,PROTO-CUNEIFORM SIGN GESHTU-C3 VARIANT 1
GESZTU~c5,PROTO-CUNEIFORM SIGN GESHTU-C5
GI,PROTO-CUNEIFORM SIGN GI
|GIx1(N14)|,PROTO-CUNEIFORM SIGN GI TIMES ONE-N14
|GIx1(N58)@t|,PROTO-CUNEIFORM SIGN GI TIMES ONE-N58 TENU
GI,PROTO-CUNEIFORM SIGN GI VARIANT 1
|GI&GI|,PROTO-CUNEIFORM SIGN GI OVER GI
|GI&GI&GI|,PROTO-CUNEIFORM SIGN GI OVER GI OVER GI
|(GI&GI)xGISZ@t|,PROTO-CUNEIFORM SIGN GI OVER GI TIMES GISH TENU
|(GI+&GI)xSZE3|,PROTO-CUNEIFORM SIGN GI OVER GI TIMES SHE3
|(GI&GI)xX|,PROTO-CUNEIFORM SIGN GI OVER GI TIMES X
|GIxGISZ@t|,PROTO-CUNEIFORM SIGN GI TIMES GISH TENU
|GIxKU~b1|,PROTO-CUNEIFORM SIGN GI TIMES KU-B1
|GIxLAGAB~a|,PROTO-CUNEIFORM SIGN GI TIMES LAGAB-A
|GIxNAM2|,PROTO-CUNEIFORM SIGN GI TIMES NAM2
|GIxSZE3|,PROTO-CUNEIFORM SIGN GI TIMES SHE3
|GIxSIG2~d1|,PROTO-CUNEIFORM SIGN GI TIMES SIG2-D1
|GIxX|,PROTO-CUNEIFORM SIGN GI TIMES X
GI@t,PROTO-CUNEIFORM SIGN GI TENU
GI4~a,PROTO-CUNEIFORM SIGN GI4-A
|GI4~axA|,PROTO-CUNEIFORM SIGN GI4-A TIMES A
|GI4~a&GI4~a|,PROTO-CUNEIFORM SIGN GI4-A OVER GI4-A
GI4~b,PROTO-CUNEIFORM SIGN GI4-B
|GI4~b&GI4~b|,PROTO-CUNEIFORM SIGN GI4-B OVER GI4-B
GI6,PROTO-CUNEIFORM SIGN GI6
GI6,PROTO-CUNEIFORM SIGN GI6 VARIANT 1
GIBIL,PROTO-CUNEIFORM SIGN GIBIL
GIBIL@t,PROTO-CUNEIFORM SIGN GIBIL TENU
GIBIL6,PROTO-CUNEIFORM SIGN GIBIL6
GIG,PROTO-CUNEIFORM SIGN GIG
GIL,PROTO-CUNEIFORM SIGN GIL
GIR~a,PROTO-CUNEIFORM SIGN GIR-A
|GIR~a.KU6~a|,PROTO-CUNEIFORM SIGN GIR-A BESIDE KU6-A
GIR~b,PROTO-CUNEIFORM SIGN GIR-B
GIR~b,PROTO-CUNEIFORM SIGN GIR-B VARIANT 1
|GIR~b.GIR~b|,PROTO-CUNEIFORM SIGN GIR-B BESIDE GIR-B
GIR~c,PROTO-CUNEIFORM SIGN GIR-C
GIR~d,PROTO-CUNEIFORM SIGN GIR-D
GIR2~a,PROTO-CUNEIFORM SIGN GIR2-A
GIR2~b,PROTO-CUNEIFORM SIGN GIR2-B
GIR3~a,PROTO-CUNEIFORM SIGN GIR3-A
|GIR3~axSZE~b|,PROTO-CUNEIFORM SIGN GIR3-A TIMES SHE-B
GIR3~b,PROTO-CUNEIFORM SIGN GIR3-B
GIR3~c,PROTO-CUNEIFORM SIGN GIR3-C
|GIR3~cxKAR2|,PROTO-CUNEIFORM SIGN GIR3-C TIMES KAR2
|GIR3~cxSZE3|,PROTO-CUNEIFORM SIGN GIR3-C TIMES SHE3
GIR3@g~a,PROTO-CUNEIFORM SIGN GIR3 GUNU-A
GIR3@g~b,PROTO-CUNEIFORM SIGN GIR3 GUNU-B
GIR3@g~c,PROTO-CUNEIFORM SIGN GIR3 GUNU-C
GIR4,PROTO-CUNEIFORM SIGN GIR4
GISAL~a,PROTO-CUNEIFORM SIGN GISAL-A
GISAL~b,PROTO-CUNEIFORM SIGN GISAL-B
GISZ,PROTO-CUNEIFORM SIGN GISH
|(GISZx(DIN.DIN))~a|,PROTO-CUNEIFORM SIGN GISH TIMES DIN BESIDE DIN FORM A
|(GISZx(DIN.DIN))~b|,PROTO-CUNEIFORM SIGN GISH TIMES DIN BESIDE DIN FORM B
|(GISZx(DIN.DIN))~c|,PROTO-CUNEIFORM SIGN GISH TIMES DIN BESIDE DIN FORM C
|GISZxSZU2~a|,PROTO-CUNEIFORM SIGN GISH TIMES SHU2-A
|GISZxSZU2~b|,PROTO-CUNEIFORM SIGN GISH TIMES SHU2-B
|GISZ.TE|,PROTO-CUNEIFORM SIGN GISH BESIDE TE
GISZ~x,PROTO-CUNEIFORM SIGN GISH-X
GISZ@t,PROTO-CUNEIFORM SIGN GISH TENU
|GISZ@t.E2~a|,PROTO-CUNEIFORM SIGN GISH TENU BESIDE E2-A
GISZ3~a,PROTO-CUNEIFORM SIGN GISH3-A
|GISZ3~a&GISZ3~a|,PROTO-CUNEIFORM SIGN GISH3-A OVER GISH3-A
GISZ3~b,PROTO-CUNEIFORM SIGN GISH3-B
GISZGAL,PROTO-CUNEIFORM SIGN GISHGAL
GISZGAL,PROTO-CUNEIFORM SIGN GISHGAL VARIANT 1
GISZIMMAR~a1,PROTO-CUNEIFORM SIGN GISHIMMAR-A1
GISZIMMAR~a2,PROTO-CUNEIFORM SIGN GISHIMMAR-A2
GISZIMMAR~a3,PROTO-CUNEIFORM SIGN GISHIMMAR-A3
GISZIMMAR~b1,PROTO-CUNEIFORM SIGN GISHIMMAR-B1
GISZIMMAR~b1,PROTO-CUNEIFORM SIGN GISHIMMAR-B1 VARIANT 1
GISZIMMAR~b1,PROTO-CUNEIFORM SIGN GISHIMMAR-B1 VARIANT 2
GISZIMMAR~b3,PROTO-CUNEIFORM SIGN GISHIMMAR-B3
GIZZAL~x,PROTO-CUNEIFORM SIGN GIZZAL-X
GU,PROTO-CUNEIFORM SIGN GU
GU2,PROTO-CUNEIFORM SIGN GU2
GU4,PROTO-CUNEIFORM SIGN GU4
GU4,PROTO-CUNEIFORM SIGN GU4 VARIANT 1
|GU4.ZATU755~a|,PROTO-CUNEIFORM SIGN GU4 BESIDE ZATU755-A
GU4@g,PROTO-CUNEIFORM SIGN GU4 GUNU
GU7,PROTO-CUNEIFORM SIGN GU7
GU7,PROTO-CUNEIFORM SIGN GU7 VARIANT 1
GUB3~a,PROTO-CUNEIFORM SIGN GUB3-A
GUB3~b,PROTO-CUNEIFORM SIGN GUB3-B
GUB3~c,PROTO-CUNEIFORM SIGN GUB3-C
GUB3~d,PROTO-CUNEIFORM SIGN GUB3-D
GUG2,PROTO-CUNEIFORM SIGN GUG2
GUG2,PROTO-CUNEIFORM SIGN GUG2 VARIANT 1
|GUG2xSZITA~a1|,PROTO-CUNEIFORM SIGN GUG2 TIMES SHITA-A1
|GUG2xSILA3~a|,PROTO-CUNEIFORM SIGN GUG2 TIMES SILA3-A
|GUG2xTUR|,PROTO-CUNEIFORM SIGN GUG2 TIMES TUR
GUG2@t,PROTO-CUNEIFORM SIGN GUG2 TENU
GUKKAL~a,PROTO-CUNEIFORM SIGN GUKKAL-A
|GUKKAL~a.HI@g~a|,PROTO-CUNEIFORM SIGN GUKKAL-A BESIDE HI GUNU-A
GUKKAL~b,PROTO-CUNEIFORM SIGN GUKKAL-B
GUKKAL~c,PROTO-CUNEIFORM SIGN GUKKAL-C
GUKKAL~d,PROTO-CUNEIFORM SIGN GUKKAL-D
GUL,PROTO-CUNEIFORM SIGN GUL
GUM~a,PROTO-CUNEIFORM SIGN GUM-A
GUM~b,PROTO-CUNEIFORM SIGN GUM-B
GUM~b,PROTO-CUNEIFORM SIGN GUM-B VARIANT 1
GUM~b@n,PROTO-CUNEIFORM SIGN GUM-B NUTILLU
GUM~b@n,PROTO-CUNEIFORM SIGN GUM-B NUTILLU VARIANT 1
GUN3~a,PROTO-CUNEIFORM SIGN GUN3-A
GUN3~b,PROTO-CUNEIFORM SIGN GUN3-B
GUR,PROTO-CUNEIFORM SIGN GUR
GURUSZ~a,PROTO-CUNEIFORM SIGN GURUSH-A
|GURUSZ~ax2(N14)|,PROTO-CUNEIFORM SIGN GURUSH-A TIMES TWO-N14
GURUSZ~a,PROTO-CUNEIFORM SIGN GURUSH-A VARIANT 1
GURUSZ~b,PROTO-CUNEIFORM SIGN GURUSH-B
|GURUSZ~bx2(N14)|,PROTO-CUNEIFORM SIGN GURUSH-B TIMES TWO-N14
|GURUSZ~cx2(N14)|,PROTO-CUNEIFORM SIGN GURUSH-C TIMES TWO-N14
GURUSZDA,PROTO-CUNEIFORM SIGN GURUSHDA
HAL,PROTO-CUNEIFORM SIGN HAL
HALUB,PROTO-CUNEIFORM SIGN HALUB
HASZHUR,PROTO-CUNEIFORM SIGN HASHHUR
|HASZHURxMA|,PROTO-CUNEIFORM SIGN HASHHUR TIMES MA
HI,PROTO-CUNEIFORM SIGN HI
|HIx1(N01@f)|,PROTO-CUNEIFORM SIGN HI TIMES ONE-N1 FLAT
|HIx1(N57)|,PROTO-CUNEIFORM SIGN HI TIMES ONE-N57
|(HIx1(N57)).(HIx1(N57))|,PROTO-CUNEIFORM SIGN HI TIMES ONE-N57 BESIDE HI TIMES ONE-N57
|HIx1(N57@t)|,PROTO-CUNEIFORM SIGN HI TIMES ONE-N57 TENU
|HIx1(N58)|,PROTO-CUNEIFORM SIGN HI TIMES ONE-N58
|HIxLAGAB~a|,PROTO-CUNEIFORM SIGN HI TIMES LAGAB-A
|HIxSZE3@t|,PROTO-CUNEIFORM SIGN HI TIMES SHE3 TENU
|HI.SUHUR|,PROTO-CUNEIFORM SIGN HI BESIDE SUHUR
|HI.SUHUR|,PROTO-CUNEIFORM SIGN HI BESIDE SUHUR VARIANT 1
|HI.SUHUR|,PROTO-CUNEIFORM SIGN HI BESIDE SUHUR VARIANT 2
|HIxZATU707~a|,PROTO-CUNEIFORM SIGN HI TIMES ZATU707-A
HI@g~a,PROTO-CUNEIFORM SIGN HI GUNU-A
HI@g~b,PROTO-CUNEIFORM SIGN HI GUNU-B
HI@g~c,PROTO-CUNEIFORM SIGN HI GUNU-C
HUB2,PROTO-CUNEIFORM SIGN HUB2
I,PROTO-CUNEIFORM SIGN I
IB~a,PROTO-CUNEIFORM SIGN IB-A
IB~a@n,PROTO-CUNEIFORM SIGN IB-A NUTILLU
IB~b,PROTO-CUNEIFORM SIGN IB-B
IDIGNA,PROTO-CUNEIFORM SIGN IDIGNA
IDIGNA,PROTO-CUNEIFORM SIGN IDIGNA VARIANT 1
IG~a,PROTO-CUNEIFORM SIGN IG-A
IG~b,PROTO-CUNEIFORM SIGN IG-B
IGI,PROTO-CUNEIFORM SIGN IGI
IL,PROTO-CUNEIFORM SIGN IL
ILDUM~a,PROTO-CUNEIFORM SIGN ILDUM-A
ILDUM~b,PROTO-CUNEIFORM SIGN ILDUM-B
IM~a,PROTO-CUNEIFORM SIGN IM-A
IM~a@g,PROTO-CUNEIFORM SIGN IM-A GUNU
IM~b,PROTO-CUNEIFORM SIGN IM-B
IN~b,PROTO-CUNEIFORM SIGN IN-B
IN~b,PROTO-CUNEIFORM SIGN IN-B VARIANT 1
IN~d,PROTO-CUNEIFORM SIGN IN-D
IR~a,PROTO-CUNEIFORM SIGN IR-A
|IR~a.GA2~a1|,PROTO-CUNEIFORM SIGN IR-A BESIDE GA2-A1
IR~b,PROTO-CUNEIFORM SIGN IR-B
IR~c,PROTO-CUNEIFORM SIGN IR-C
IR~d,PROTO-CUNEIFORM SIGN IR-D
IR11,PROTO-CUNEIFORM SIGN IR11
IR11,PROTO-CUNEIFORM SIGN IR11 VARIANT 1
IRHAN,PROTO-CUNEIFORM SIGN IRHAN
ISZ~a,PROTO-CUNEIFORM SIGN ISH-A
ISZ~a,PROTO-CUNEIFORM SIGN ISH-A VARIANT 1
ISZ~b,PROTO-CUNEIFORM SIGN ISH-B
ISZ~b,PROTO-CUNEIFORM SIGN ISH-B VARIANT 1
ISZ~b,PROTO-CUNEIFORM SIGN ISH-B VARIANT 2
ISZ~b,PROTO-CUNEIFORM SIGN ISH-B VARIANT 3
ISZ~b,PROTO-CUNEIFORM SIGN ISH-B VARIANT 4
ISZ~b,PROTO-CUNEIFORM SIGN ISH-B VARIANT 5
ISZ~c,PROTO-CUNEIFORM SIGN ISH-C
KA~a,PROTO-CUNEIFORM SIGN KA-A
|KA~axSAR~a|,PROTO-CUNEIFORM SIGN KA-A TIMES SAR-A
|KA~a.SZE~a|,PROTO-CUNEIFORM SIGN KA-A BESIDE SHE-A
|KA~a.SZE~a|,PROTO-CUNEIFORM SIGN KA-A BESIDE SHE-A VARIANT 1
KA2~a,PROTO-CUNEIFORM SIGN KA2-A
KA2~b,PROTO-CUNEIFORM SIGN KA2-B
KA2~c,PROTO-CUNEIFORM SIGN KA2-C
KA2~d,PROTO-CUNEIFORM SIGN KA2-D
|KA2xLAM|,PROTO-CUNEIFORM SIGN KA2 TIMES LAM
KAB,PROTO-CUNEIFORM SIGN KAB
|KABx1(N58)|,PROTO-CUNEIFORM SIGN KAB TIMES ONE-N58
KAD4~a,PROTO-CUNEIFORM SIGN KAD4-A
KAD4~b,PROTO-CUNEIFORM SIGN KAD4-B
KAD4~c1,PROTO-CUNEIFORM SIGN KAD4-C1
KAD4~c2,PROTO-CUNEIFORM SIGN KAD4-C2
KAK~a,PROTO-CUNEIFORM SIGN KAK-A
|KAK~a.GA2~a1|,PROTO-CUNEIFORM SIGN KAK-A BESIDE GA2-A1
KAK~b,PROTO-CUNEIFORM SIGN KAK-B
KAL~a,PROTO-CUNEIFORM SIGN KAL-A
KAL~b1,PROTO-CUNEIFORM SIGN KAL-B1
KAL~b1,PROTO-CUNEIFORM SIGN KAL-B1 VARIANT 1
KAL~b2,PROTO-CUNEIFORM SIGN KAL-B2
KALAM~a,PROTO-CUNEIFORM SIGN KALAM-A
KALAM~b,PROTO-CUNEIFORM SIGN KALAM-B
KALAM~c,PROTO-CUNEIFORM SIGN KALAM-C
KALAM~d,PROTO-CUNEIFORM SIGN KALAM-D
KALAM~e,PROTO-CUNEIFORM SIGN KALAM-E
KALAM~f,PROTO-CUNEIFORM SIGN KALAM-F
KAR,PROTO-CUNEIFORM SIGN KAR
KAR2~a,PROTO-CUNEIFORM SIGN KAR2-A
KAR2~b,PROTO-CUNEIFORM SIGN KAR2-B
KASZ~a,PROTO-CUNEIFORM SIGN KASH-A
KASZ~a,PROTO-CUNEIFORM SIGN KASH-A VARIANT 1
KASZ~b,PROTO-CUNEIFORM SIGN KASH-B
KASZ~b,PROTO-CUNEIFORM SIGN KASH-B VARIANT 1
|KASZ~bxSZE~a|,PROTO-CUNEIFORM SIGN KASH-B TIMES SHE-A
KASZ~b@t,PROTO-CUNEIFORM SIGN KASH-B TENU
KASZ~c,PROTO-CUNEIFORM SIGN KASH-C
KASZ~d,PROTO-CUNEIFORM SIGN KASH-D
KASKAL,PROTO-CUNEIFORM SIGN KASKAL
KASKAL@g,PROTO-CUNEIFORM SIGN KASKAL GUNU
KESZ2,PROTO-CUNEIFORM SIGN KESH2
KI,PROTO-CUNEIFORM SIGN KI
KI@n,PROTO-CUNEIFORM SIGN KI NUTILLU
|KI@nxDUB~a|,PROTO-CUNEIFORM SIGN KI NUTILLU TIMES DUB-A
KIB,PROTO-CUNEIFORM SIGN KIB
KIB@g,PROTO-CUNEIFORM SIGN KIB GUNU
KID~a,PROTO-CUNEIFORM SIGN KID-A
KID~b,PROTO-CUNEIFORM SIGN KID-B
KID~c,PROTO-CUNEIFORM SIGN KID-C
KID~d,PROTO-CUNEIFORM SIGN KID-D
KID~e,PROTO-CUNEIFORM SIGN KID-E
KIN,PROTO-CUNEIFORM SIGN KIN
KIN2~a,PROTO-CUNEIFORM SIGN KIN2-A
KIN2~c,PROTO-CUNEIFORM SIGN KIN2-C
KIN2~d,PROTO-CUNEIFORM SIGN KIN2-D
KIN2~e,PROTO-CUNEIFORM SIGN KIN2-E
KINGAL,PROTO-CUNEIFORM SIGN KINGAL
KINGAL,PROTO-CUNEIFORM SIGN KINGAL VARIANT 1
KIR11,PROTO-CUNEIFORM SIGN KIR11
KISAL~a1,PROTO-CUNEIFORM SIGN KISAL-A1
KISAL~a2,PROTO-CUNEIFORM SIGN KISAL-A2
KISAL~b1,PROTO-CUNEIFORM SIGN KISAL-B1
KISAL~b2,PROTO-CUNEIFORM SIGN KISAL-B2
KISAL~b2@t,PROTO-CUNEIFORM SIGN KISAL-B2 TENU
KISAL~b3,PROTO-CUNEIFORM SIGN KISAL-B3
KISZ,PROTO-CUNEIFORM SIGN KISH
KISZ,PROTO-CUNEIFORM SIGN KISH VARIANT 1
KISZIK~a,PROTO-CUNEIFORM SIGN KISHIK-A
KISZIK~b,PROTO-CUNEIFORM SIGN KISHIK-B
KISIM~a,PROTO-CUNEIFORM SIGN KISIM-A
KISIM~b,PROTO-CUNEIFORM SIGN KISIM-B
KISIM~b,PROTO-CUNEIFORM SIGN KISIM-B VARIANT 1
KISIM~b,PROTO-CUNEIFORM SIGN KISIM-B VARIANT 2
KISIM~b,PROTO-CUNEIFORM SIGN KISIM-B VARIANT 3
KISIM~c,PROTO-CUNEIFORM SIGN KISIM-C
KITI,PROTO-CUNEIFORM SIGN KITI
KITI,PROTO-CUNEIFORM SIGN KITI VARIANT 1
KU~a,PROTO-CUNEIFORM SIGN KU-A
KU~a@t,PROTO-CUNEIFORM SIGN KU-A TENU
KU~b1,PROTO-CUNEIFORM SIGN KU-B1
KU~b2,PROTO-CUNEIFORM SIGN KU-B2
KU3~a,PROTO-CUNEIFORM SIGN KU3-A
KU3~c,PROTO-CUNEIFORM SIGN KU3-C
KU6~a,PROTO-CUNEIFORM SIGN KU6-A
|KU6~a.1(N02)|,PROTO-CUNEIFORM SIGN KU6-A BESIDE ONE-N2
|KU6~a+GISZ|,PROTO-CUNEIFORM SIGN KU6-A JOINING GISH
|KU6~a+KU6~a|,PROTO-CUNEIFORM SIGN KU6-A JOINING KU6-A
KU6~a@s,PROTO-CUNEIFORM SIGN KU6-A SHESSHIG
KU6~c,PROTO-CUNEIFORM SIGN KU6-C
